car,884,482,118,97
car,99,131,92,119
car,1168,530,120,96
car,1016,633,123,96
car,794,777,122,97
car,1483,331,105,88
car,147,47,93,111
car,335,545,74,111
car,1363,429,113,105
car,384,0,84,102
car,251,921,127,97
van,26,700,91,99
car,947,268,124,81
car,475,0,88,85
truck,597,76,136,159
van,1085,354,131,95
motor,560,703,44,40
tricycle,662,156,92,111
bus,671,633,228,158
van,346,395,106,139
van,1753,319,139,107
car,342,394,114,145
car,1483,508,135,84
tricycle,1665,318,69,58
car,1429,0,124,61
car,284,278,85,102
motor,1407,192,50,40
car,1755,317,138,105
tricycle,237,219,52,71
car,1807,0,89,55
