car,2260,428,140,81
car,499,578,141,123
car,1888,511,209,95
car,668,328,73,67
car,984,590,249,113
car,656,605,189,126
car,401,413,183,103
car,401,977,368,230
car,820,764,284,155
car,2164,394,116,81
car,360,1233,302,278
car,1028,789,270,161
car,2083,374,130,79
car,704,381,111,83
car,1067,453,206,88
car,1322,604,232,105
pedestrian,801,899,47,111
motor,860,1094,109,134
car,1647,316,107,57
pedestrian,872,919,49,123
pedestrian,692,1154,71,153
motor,800,1328,159,105
motor,26,1230,167,113
pedestrian,378,664,47,115
car,1123,682,258,124
pedestrian,2555,896,59,140
car,2115,382,133,81
motor,529,744,51,74
pedestrian,2595,609,50,93
car,493,208,61,61
car,2247,356,109,78
pedestrian,2315,1209,70,158
motor,1215,1322,103,143
car,167,400,192,75
motor,1273,994,107,106
car,0,995,227,189
people,1265,1266,64,137
pedestrian,731,1126,60,114
pedestrian,1391,715,44,93
tricycle,1600,569,79,90
pedestrian,1451,694,38,86
car,2440,291,57,49
people,2402,496,35,67
people,1113,943,46,106
car,2476,247,84,56
pedestrian,1130,493,40,76
people,74,1199,66,131
people,1247,1295,72,134
people,1671,1326,64,116
people,445,504,37,70
pedestrian,177,475,35,81
motor,1018,1113,77,116
car,2433,246,81,54
car,2253,318,100,49
people,1283,973,75,123
pedestrian,1107,496,52,66
motor,2265,819,51,90
bicycle,1092,992,106,82
motor,879,583,38,61
motor,2104,1027,74,123
motor,1333,1084,94,124
pedestrian,1273,1246,68,143
van,2476,247,84,56
motor,960,951,71,126
people,1646,1330,110,165
people,2353,723,48,92
van,2600,180,73,71
motor,2349,727,56,105
people,529,714,43,83
motor,1638,1355,121,139
car,2323,328,93,65
motor,436,527,59,57
motor,1422,446,60,38
people,1386,553,39,64
people,836,1285,61,121
motor,12,594,68,93
people,1623,564,44,73
people,671,820,45,97
