car,1576,1069,254,234
car,1657,435,98,77
car,1204,661,144,119
car,636,727,125,141
pedestrian,87,1054,72,131
van,1889,525,141,95
pedestrian,2384,888,48,107
pedestrian,1005,986,51,110
tricycle,743,288,121,119
pedestrian,1759,833,48,100
pedestrian,446,589,41,90
tricycle,2100,614,141,93
car,1158,844,147,181
people,1421,1086,59,111
pedestrian,1870,898,49,109
pedestrian,341,930,52,116
motor,1417,1120,73,115
van,1470,724,209,218
pedestrian,1795,887,48,102
pedestrian,386,898,47,113
tricycle,996,578,51,74
tricycle,2337,758,153,87
pedestrian,1062,1020,54,108
pedestrian,213,1015,55,114
motor,2008,876,94,74
pedestrian,472,868,42,102
people,2014,827,56,101
car,1473,729,208,218
people,1062,1020,54,108
car,1085,422,94,77
tricycle,2091,586,142,86
