car,946,433,55,51
car,1061,584,102,92
car,637,479,99,84
pedestrian,266,574,34,80
car,683,555,114,98
motor,1445,792,76,78
people,1473,761,43,86
car,1542,477,116,70
tricycle,793,602,50,86
tricycle,1494,536,81,55
van,100,659,240,168
tricycle,1594,560,102,84
car,329,377,92,36
motor,301,532,37,58
pedestrian,203,566,28,70
car,1342,368,40,43
people,1689,997,38,64
car,427,350,69,29
car,956,338,36,35
pedestrian,174,561,27,72
pedestrian,347,536,27,58
people,796,602,43,73
truck,976,373,39,49
motor,1462,763,51,92
tricycle,1257,535,38,66
