car,474,292,62,110
car,1732,337,117,132
car,1429,729,125,78
car,1031,728,124,66
van,151,288,68,95
car,779,737,127,67
car,1603,716,115,60
car,214,728,129,60
car,1212,723,124,59
truck,936,16,74,113
car,1468,861,152,84
car,183,607,123,58
car,571,39,48,101
car,930,534,134,60
motor,1571,523,52,33
motor,573,533,46,30
truck,1188,522,134,68
bicycle,1330,492,50,28
van,1823,865,66,66
van,571,39,48,101
motor,83,245,62,46
van,561,166,62,146
motor,296,513,38,28
truck,644,596,221,90
car,1138,369,134,63
pedestrian,821,378,24,46
