car,598,642,110,102
pedestrian,154,597,33,77
van,591,527,89,81
truck,954,535,78,113
car,766,500,63,54
car,1493,544,116,61
van,710,450,54,57
motor,1607,740,40,55
tricycle,739,634,47,86
tricycle,1443,600,83,56
car,1280,767,197,113
car,845,687,107,109
pedestrian,1645,641,29,70
people,1326,597,30,70
car,301,457,93,39
tricycle,1532,627,100,59
motor,528,789,41,70
car,408,427,64,27
car,781,420,43,40
van,1006,411,25,44
pedestrian,1610,708,35,65
car,1306,442,48,59
people,743,638,41,65
awning-tricycle,1234,568,122,101
people,1611,706,34,65
people,528,754,38,68
van,1284,765,199,117
