car,1085,494,152,106
car,1122,314,66,61
car,1423,1120,357,300
car,1145,366,106,80
car,1067,782,271,160
car,881,660,162,163
car,1141,615,188,133
car,278,1035,434,225
car,706,371,145,67
pedestrian,1146,921,56,122
car,425,346,180,68
car,1410,703,282,135
car,858,416,157,91
car,2097,346,127,64
motor,918,1003,93,110
car,2579,446,99,76
pedestrian,655,760,42,97
motor,1536,595,73,61
car,271,398,190,79
car,975,202,46,45
people,925,1336,66,129
motor,855,354,65,48
pedestrian,706,869,52,101
pedestrian,690,881,52,104
people,936,975,54,100
motor,2232,478,72,44
motor,862,1390,169,95
motor,886,653,79,55
people,1847,646,35,82
pedestrian,653,908,61,115
people,2627,663,41,89
motor,852,459,39,58
motor,88,471,104,57
bicycle,2605,698,74,61
car,0,998,138,179
motor,2389,477,53,54
people,1757,632,45,93
bicycle,2064,953,73,98
motor,2597,932,67,116
people,2603,926,59,106
motor,2157,771,65,90
motor,1057,433,52,58
people,1761,661,43,97
bus,0,1186,206,293
motor,882,533,70,57
motor,1038,434,53,60
bicycle,1786,582,72,62
people,809,717,46,97
pedestrian,676,903,64,110
