car,1938,456,155,89
car,240,478,173,103
car,669,749,282,163
car,2234,326,91,64
car,489,900,335,189
car,1914,359,104,69
car,450,727,147,172
car,539,375,115,89
car,542,624,213,136
car,504,325,72,67
car,1991,372,110,74
pedestrian,2489,797,58,118
car,2307,274,77,55
car,1484,299,115,59
car,1261,568,241,114
car,808,547,233,107
car,48,428,196,89
car,950,672,273,134
pedestrian,918,1187,63,134
pedestrian,2352,830,50,139
car,2484,294,83,57
car,2087,390,118,76
motor,1101,786,70,90
car,2372,196,69,54
car,2505,180,56,45
pedestrian,687,488,40,83
motor,879,473,83,63
bicycle,1707,541,80,56
motor,514,495,45,60
pedestrian,553,1113,70,123
pedestrian,2475,571,34,84
people,808,601,39,97
people,1240,534,39,81
bicycle,779,646,90,60
motor,1637,1061,86,123
pedestrian,2181,851,59,125
pedestrian,611,1063,55,106
motor,342,1180,81,132
people,1108,767,49,84
people,336,1152,73,129
pedestrian,2403,1134,52,113
motor,1664,1251,107,123
pedestrian,182,814,60,124
car,320,182,59,86
car,1954,371,112,72
people,1854,1241,69,135
motor,1742,1072,80,115
tricycle,2563,348,89,60
people,1729,508,39,82
car,2071,331,96,74
motor,337,753,57,111
bicycle,727,594,88,65
van,2285,231,69,54
pedestrian,1243,675,42,89
pedestrian,2256,824,82,188
pedestrian,1690,1362,81,149
motor,2267,466,45,64
people,1229,538,35,77
motor,1510,1177,78,112
motor,2227,466,40,62
motor,1845,1247,78,143
motor,1624,1238,90,111
people,2231,457,35,65
people,1243,675,42,89
people,1524,1145,57,117
people,515,474,36,66
car,2451,154,54,60
people,2275,454,36,67
