car,67,408,208,113
car,258,854,305,193
car,142,226,83,69
car,1690,312,124,81
car,335,680,296,184
car,1678,227,98,80
car,627,574,296,152
car,3,599,146,179
car,1608,215,97,72
pedestrian,2063,801,53,119
car,1755,183,90,75
car,233,558,226,139
car,189,282,129,92
pedestrian,2028,667,47,132
pedestrian,1783,975,57,140
car,2137,138,73,52
pedestrian,101,866,57,141
motor,1175,1288,156,167
car,1187,164,120,61
car,1866,195,91,75
people,803,1347,68,125
bicycle,795,510,56,61
pedestrian,2128,413,35,84
people,955,413,34,71
motor,933,565,54,87
car,1691,182,81,58
people,74,470,40,81
people,158,530,42,91
bicycle,1348,495,94,64
car,1761,144,80,53
van,1954,80,59,56
people,698,456,40,80
motor,934,447,66,55
motor,739,1394,175,98
pedestrian,52,382,38,88
motor,1426,885,57,117
people,1372,465,41,90
people,766,1359,122,127
motor,137,563,96,65
people,1614,720,43,90
pedestrian,2062,946,53,111
people,1035,562,42,90
motor,1149,521,64,62
motor,1609,747,49,96
motor,1036,562,44,101
people,940,550,40,78
car,2069,64,62,49
motor,1551,922,63,135
bicycle,933,447,68,54
motor,688,482,57,68
bicycle,57,511,76,55
motor,1098,679,48,90
bicycle,803,343,72,43
people,1159,483,36,80
people,1554,919,56,105
people,803,482,40,67
people,1101,661,43,90
people,1211,1271,70,130
