car,1251,737,220,138
car,561,388,112,75
car,1585,662,218,104
van,1559,454,126,75
car,509,743,144,147
pedestrian,2269,729,45,97
van,869,458,166,130
pedestrian,408,899,49,115
pedestrian,328,744,40,94
pedestrian,282,953,57,122
pedestrian,246,1079,84,151
pedestrian,1576,849,47,104
motor,1274,867,57,82
pedestrian,181,983,51,114
pedestrian,1980,682,39,93
people,1280,843,44,90
pedestrian,1898,787,48,106
pedestrian,219,1054,58,152
car,1287,389,93,65
pedestrian,2536,615,46,110
tricycle,1786,509,120,87
pedestrian,2134,697,39,93
motor,1341,522,53,50
pedestrian,2173,709,49,93
tricycle,2055,623,114,60
pedestrian,1849,789,42,91
pedestrian,1505,819,47,93
truck,343,603,248,168
pedestrian,2655,421,41,83
pedestrian,49,575,37,92
people,81,1033,46,82
