car,1304,111,45,49
car,958,291,107,98
pedestrian,725,326,33,82
pedestrian,601,325,34,80
car,860,252,110,97
car,1143,67,41,37
car,1137,113,45,49
car,1672,120,46,47
motor,573,721,123,85
motor,610,599,117,75
pedestrian,644,331,31,70
tricycle,1062,343,48,88
car,1252,51,35,34
car,1609,263,92,76
pedestrian,524,301,31,60
car,619,106,90,35
people,624,683,44,97
people,657,566,45,89
motor,0,517,114,62
tricycle,1607,292,130,107
car,712,76,63,29
car,1604,69,41,40
motor,1823,350,36,63
pedestrian,1659,197,26,54
motor,1376,126,28,45
people,1065,341,43,80
pedestrian,514,303,32,56
pedestrian,504,287,26,60
