car,1034,133,70,114
car,865,868,51,110
car,1170,480,121,83
car,1633,653,102,106
car,783,551,54,115
car,931,159,51,115
car,957,0,44,65
car,1230,299,110,49
car,1790,640,89,120
car,1004,279,53,111
car,1725,673,94,99
car,88,462,128,58
car,256,459,119,56
car,395,460,112,54
car,1854,377,40,55
car,1446,374,104,49
car,847,414,52,122
car,1278,365,142,61
motor,1082,306,25,42
motor,1187,256,30,31
pedestrian,1461,82,21,41
car,956,560,51,115
motor,980,450,23,41
motor,1070,352,25,40
tricycle,1557,368,74,35
motor,1161,318,44,28
van,1201,921,49,96
car,835,1038,52,32
car,1651,591,124,63
car,968,820,48,120
truck,1200,9,95,49
