car,987,306,55,101
car,1050,676,55,120
car,1038,274,124,80
car,1605,659,101,103
car,836,0,47,67
car,996,77,53,106
car,811,734,53,111
car,1753,646,88,114
car,962,925,52,113
car,1689,676,91,95
car,1282,315,110,48
car,115,476,124,54
car,858,542,48,106
car,1831,645,66,102
car,1008,482,52,108
car,931,134,52,110
car,938,550,54,116
car,411,472,110,51
car,928,0,46,75
car,1185,911,47,103
motor,1090,420,22,42
awning-tricycle,488,320,132,89
truck,488,320,131,89
car,275,468,117,56
truck,0,909,109,161
car,1371,125,39,34
motor,1211,282,30,33
motor,1022,819,25,41
tricycle,1800,224,93,83
awning-tricycle,292,719,89,60
car,1625,597,114,58
truck,1259,378,140,59
motor,1267,2,46,33
van,931,135,50,108
car,1791,642,88,112
